Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
710851,21,19,single,rented,yes,14,12,0
599470,53,17,single,rented,no,3,13,0
1500447,75,13,married,rented,no,13,12,0
9224297,69,19,married,owned,yes,11,14,0
249273,33,18,single,rented,no,9,14,0
7524377,76,19,single,rented,no,5,13,0
6758152,71,10,single,rented,no,7,11,0
9385960,75,10,single,rented,no,3,12,0
5787761,76,1,single,rented,no,1,13,0
7101109,34,0,single,rented,no,0,10,0
6977568,68,1,single,rented,no,1,10,0
5187612,39,6,single,rented,no,6,12,0
9953142,51,6,single,norent_noown,no,6,14,0
8658757,28,6,single,rented,yes,6,14,0
4709297,42,14,single,rented,yes,6,10,0
7246361,55,19,single,rented,yes,3,10,0
4393229,34,11,single,rented,yes,9,12,0
1509614,25,0,married,rented,yes,0,13,0
1908338,39,3,single,rented,no,3,10,0
3204819,72,13,single,rented,no,12,14,0
8118992,52,5,single,rented,no,5,11,0
7656726,79,9,single,rented,yes,6,12,0
968745,56,9,single,rented,no,5,14,0
9314999,51,20,married,rented,no,7,10,0
8196231,37,14,single,rented,yes,7,13,0
5311549,56,12,single,rented,no,8,11,0
5792307,24,9,single,rented,yes,8,13,0
5575513,71,0,single,rented,no,0,11,0
3468270,68,12,single,norent_noown,yes,6,14,0
5354814,29,20,single,owned,yes,14,14,0
6644494,61,9,single,rented,yes,9,12,0
7585042,53,15,single,rented,no,3,13,0
2151167,41,2,single,rented,yes,2,13,0
9506126,30,12,single,owned,no,12,13,0
1558677,28,8,single,rented,no,8,14,0
2701804,61,8,single,rented,no,8,12,0
1161702,28,4,married,rented,no,4,14,0
8259419,36,12,single,rented,yes,5,14,0
7804668,54,0,single,rented,no,0,14,0
1659351,37,12,married,rented,yes,12,11,0
6834194,67,19,single,rented,yes,4,12,0
3905134,74,3,married,rented,no,3,13,0
329515,50,10,single,rented,no,4,11,0
9806306,78,15,single,rented,yes,4,12,0
7876459,73,3,single,rented,yes,3,12,0
2426917,58,12,single,rented,yes,12,14,0
4461235,70,10,married,rented,no,10,12,0
808476,36,1,single,rented,no,1,13,0
9806896,53,0,married,rented,no,0,11,0
1711437,46,15,single,rented,no,4,14,0
3393850,59,18,single,rented,no,12,13,0
9145188,54,18,single,rented,no,14,13,0
7805855,44,10,single,rented,yes,10,14,0
8237019,76,8,single,rented,yes,8,12,0
8688710,47,1,single,rented,no,1,10,0
181844,33,6,married,rented,no,6,11,0
6765574,21,7,single,rented,yes,5,12,0
2493344,37,7,single,rented,yes,6,12,0
1967194,58,9,single,rented,no,9,11,0
6309142,35,0,single,norent_noown,no,0,14,0
2139680,76,8,single,rented,yes,4,12,0
5439814,66,12,married,rented,no,12,13,0
6640673,30,15,single,rented,yes,6,11,0
4659517,76,2,married,rented,no,2,12,0
737051,58,0,single,rented,yes,0,12,0
5420974,27,14,single,rented,no,12,12,0
1463112,45,20,single,rented,no,8,14,0
6357644,37,5,single,rented,no,5,12,0
8828187,66,10,single,rented,no,8,11,0
8092590,42,4,single,rented,no,4,11,0
9739506,38,19,single,rented,no,13,12,0
3732153,30,0,single,rented,no,0,11,0
7837542,76,3,single,rented,no,3,13,0
6382617,60,14,single,rented,yes,12,12,0
2295877,71,0,single,rented,no,0,14,0
4533369,56,16,single,rented,yes,8,13,0
6942006,40,5,single,rented,no,5,14,0
5338690,47,13,single,rented,no,13,11,0
5979967,54,4,single,rented,no,4,10,0
8185066,45,0,single,rented,yes,0,12,0
1117607,53,13,married,rented,yes,6,10,0
6578390,48,17,single,rented,no,4,13,0
5090840,78,12,single,rented,no,5,11,0
3598484,76,4,single,rented,no,4,11,0
5748851,74,5,single,rented,no,5,13,0
3261320,73,9,single,rented,no,8,10,0
8001918,41,5,single,rented,no,5,14,0
1818095,30,1,married,rented,no,1,11,0
4707757,66,4,married,rented,no,4,11,0
6365998,45,8,single,rented,no,4,10,0
4468065,45,15,single,rented,no,6,10,0
1161306,32,5,single,rented,no,5,10,0
1536602,44,5,single,rented,no,5,12,0
5765297,30,18,single,rented,yes,5,10,0
2807530,21,6,single,rented,no,6,14,0
3553720,49,4,single,rented,no,4,13,0
3491608,30,3,single,rented,no,3,14,0
7600748,59,13,single,rented,yes,5,10,0
5953166,24,3,single,rented,yes,3,13,0
2150637,62,18,single,rented,yes,10,10,0
2820916,38,3,single,rented,no,3,13,0
7998315,65,13,single,rented,no,4,12,0
6616521,58,18,married,rented,no,3,14,0
5469957,21,8,single,rented,yes,8,12,0
9488176,30,7,single,rented,no,7,11,0
921080,45,8,single,rented,no,4,11,0
2557697,59,18,single,rented,no,8,14,0
3738605,22,5,single,rented,no,5,14,0
4581810,36,14,single,rented,yes,6,10,0
7261695,72,7,single,rented,no,7,14,0
3929663,50,5,single,rented,no,5,12,0
9047999,50,1,single,norent_noown,no,1,14,0
2858930,40,8,single,rented,no,8,13,0
5763958,63,7,married,rented,no,7,12,0
4612685,25,19,single,rented,yes,8,11,0
4915986,45,13,single,rented,yes,13,14,0
2915711,53,7,married,rented,no,7,14,0
3835379,71,8,married,rented,no,8,12,0
7223191,44,9,single,rented,no,9,13,0
5023725,67,9,married,rented,no,9,11,0
3685843,77,15,single,norent_noown,no,8,13,0
6395936,66,11,single,owned,no,11,14,0
4871299,40,16,single,rented,no,6,13,0
9516616,51,0,single,rented,no,0,12,0
4881021,76,18,married,rented,no,9,13,0
6894894,27,7,single,rented,no,7,13,0
5646079,40,9,single,rented,no,9,10,0
6558967,41,10,married,rented,no,10,12,0
5218196,49,12,single,rented,yes,12,10,0
874579,47,9,single,rented,no,7,12,0
7390231,35,8,single,rented,no,8,12,0
8749318,21,15,married,rented,yes,4,14,0
8367421,59,3,single,rented,no,3,11,0
330553,69,10,single,rented,yes,10,10,0
6006615,62,19,single,rented,no,12,12,0
6204281,66,11,single,rented,no,11,10,0
9809659,30,12,single,rented,yes,11,12,0
5636495,57,17,single,rented,no,10,12,0
2858493,34,3,single,rented,no,3,12,0
4247387,65,20,single,rented,yes,4,10,0
2074547,55,14,single,rented,no,11,13,0
6474294,48,9,single,rented,no,8,13,0
5096110,24,18,single,rented,yes,11,12,0
5945722,38,8,single,rented,no,7,10,0
6481616,70,16,single,rented,yes,13,10,0
8344425,79,17,single,rented,no,3,13,0
3333641,42,6,single,norent_noown,yes,6,10,0
2790693,36,18,single,rented,yes,10,12,0
1960176,67,20,single,rented,yes,8,11,0
8440210,79,18,single,rented,no,5,10,0
6925358,73,19,single,rented,no,3,12,0
4754357,25,0,single,rented,no,0,12,0
1803983,31,7,single,rented,no,7,14,0
1742621,75,17,married,rented,yes,3,12,0
2040616,65,7,single,norent_noown,no,4,10,0
5810558,24,18,single,rented,no,6,14,0
3457683,67,18,single,rented,no,13,12,0
4167093,77,18,single,owned,no,13,12,0
6406640,67,20,single,rented,no,8,10,0
8239075,26,7,single,rented,no,7,11,0
3538290,60,5,single,rented,no,5,14,0
6161265,34,8,single,rented,yes,4,10,0
6894008,66,3,married,rented,no,3,12,0
9341101,61,18,single,rented,no,11,12,0
6028273,70,6,single,rented,yes,6,14,0
4417332,24,20,single,rented,yes,11,14,0
9179456,43,15,single,rented,no,7,11,0
6466990,37,13,single,rented,no,6,14,0
7783136,44,13,single,rented,no,9,12,0
628588,57,14,single,rented,no,9,10,0
3871972,26,10,single,rented,no,10,10,0
652184,45,1,single,rented,no,1,12,0
5314421,46,14,single,rented,no,8,12,0
6976958,64,1,single,rented,no,1,13,0
831067,48,2,married,rented,no,2,11,0
4887997,77,20,single,rented,no,10,13,0
4074621,27,14,single,rented,yes,8,13,0
7686160,24,12,single,rented,no,10,14,0
9591777,40,7,single,rented,no,7,11,0
8097859,46,10,single,rented,no,10,10,0
9323226,25,20,single,rented,no,6,10,0
6212610,34,3,single,rented,no,3,12,0
608319,21,10,single,rented,no,5,11,0
3705729,73,4,single,rented,no,4,13,0
3475913,37,17,single,rented,no,4,14,0
5430984,29,15,single,rented,no,13,12,0
3658284,57,0,single,rented,yes,0,11,0
9583974,35,12,single,rented,no,12,12,0
850458,75,1,single,rented,no,1,12,0
9704353,73,18,single,rented,no,9,12,0
6640784,35,10,single,rented,yes,5,12,0
8261806,70,6,single,rented,no,6,11,0
7511554,53,4,single,rented,no,4,11,0
785836,54,0,single,rented,no,0,14,0
4662331,79,20,single,rented,no,8,11,0
2450407,35,10,single,rented,no,4,11,0
7374419,43,13,single,rented,yes,9,13,0
9579515,30,19,single,rented,yes,12,12,0
4470476,38,0,single,rented,yes,0,13,0
1077610,30,12,single,rented,no,9,11,0
5484941,25,1,single,rented,no,1,10,0
5931557,67,8,single,rented,yes,8,12,0
6564624,56,12,single,rented,no,12,14,0
3118300,77,10,single,rented,no,9,14,0
4036559,64,1,single,rented,no,1,12,0
6420146,57,19,single,rented,yes,9,13,0
2779765,45,11,single,rented,no,4,13,0
9390849,25,10,married,rented,yes,10,13,0
7245269,37,19,single,rented,no,10,12,0
3289057,78,14,married,rented,yes,13,12,0
6868153,27,5,married,owned,yes,5,12,0
8225744,43,0,married,rented,yes,0,11,0
8489507,30,13,single,owned,no,12,12,0
5413710,53,19,single,rented,no,12,12,0
7474639,44,12,single,rented,yes,3,13,0
3656909,68,14,single,norent_noown,no,4,14,0
7475446,60,13,married,rented,no,5,14,0
3483388,47,6,single,rented,no,6,13,0
5570090,74,1,single,rented,no,1,11,0
1117250,52,7,single,rented,no,5,14,0
2882498,34,0,married,rented,no,0,13,0
9230149,58,3,single,rented,no,3,13,0
2635606,59,8,single,rented,no,4,12,0
7932994,57,18,single,rented,yes,12,11,0
5769906,48,5,married,rented,no,4,11,0
6814840,53,13,married,rented,no,3,11,0
4022242,69,17,single,rented,no,9,12,0
3483756,62,8,single,rented,yes,8,14,0
5354431,24,1,single,owned,no,1,14,0
5272864,40,19,single,rented,yes,13,11,0
865416,64,17,single,rented,no,10,12,0
8763343,57,13,single,rented,yes,4,11,0
3309801,69,19,single,rented,yes,6,11,0
5618559,59,9,married,rented,no,9,10,0
1291411,56,6,single,rented,no,6,11,0
2976480,33,11,single,rented,yes,9,12,0
5855304,54,13,single,rented,no,4,10,0
347594,48,11,single,rented,no,11,11,0
5082643,66,3,single,rented,yes,3,13,0
4555527,79,10,single,rented,no,3,11,0
260350,29,15,single,rented,no,11,10,0
8899778,21,6,single,rented,yes,6,11,0
259809,34,0,single,rented,no,0,13,0
1623907,44,14,single,norent_noown,no,14,11,0
3356354,52,9,single,rented,yes,5,13,0
700895,33,0,single,rented,no,0,13,0
9264415,51,10,single,rented,yes,10,11,0
8775036,71,14,single,rented,no,9,12,0
5541889,75,11,single,rented,no,10,13,0
2277963,33,10,married,rented,yes,10,11,0
6430245,23,16,single,rented,yes,11,11,0
3420288,71,16,single,rented,no,4,14,0
2890690,24,19,single,rented,yes,13,13,0
8716053,51,11,married,rented,yes,4,10,0
6828373,69,13,single,rented,yes,3,13,0
1621537,55,11,single,rented,no,11,12,0
1199926,43,11,single,rented,no,9,14,0
2087379,33,17,married,rented,yes,4,10,0
4066365,56,13,single,rented,no,7,14,0
6760782,68,5,single,rented,no,5,11,0
5875578,54,4,single,rented,yes,4,14,0
3006454,24,11,single,norent_noown,no,11,11,0
9504715,51,14,single,rented,yes,14,10,0
6701205,71,13,married,rented,no,5,13,0
4547051,45,11,single,rented,no,8,10,0
1975538,40,9,single,rented,yes,9,12,0
6650713,72,8,single,rented,no,8,11,0
5395461,71,10,single,rented,no,5,10,0
6387025,34,20,single,rented,no,9,11,0
59539,51,3,married,norent_noown,no,3,12,0
6432970,53,20,single,rented,no,6,13,0
1298588,67,8,single,rented,no,8,14,0
7861257,39,7,single,rented,yes,7,11,0
4515909,22,12,single,rented,yes,7,13,0
1707111,53,5,single,rented,no,5,12,0
9538930,73,1,single,rented,yes,1,12,0
5288986,47,3,single,rented,no,3,12,0
1141065,65,3,single,rented,no,3,11,0
5844298,62,5,single,rented,no,5,10,0
2284439,60,18,single,rented,no,11,12,0
9768901,74,15,married,rented,no,3,11,0
6204574,27,12,single,rented,no,5,14,0
1942552,51,20,single,norent_noown,yes,4,13,0
4542920,64,11,single,owned,yes,11,14,0
7037934,53,17,married,rented,no,7,12,0
924892,27,6,single,rented,no,6,12,0
6083790,31,5,single,rented,no,4,11,0
579762,48,20,single,rented,no,12,11,0
4281675,65,15,single,rented,no,6,11,0
2447204,33,12,single,rented,yes,12,12,0
1227823,30,5,single,rented,yes,5,13,0
4358383,67,11,single,rented,yes,6,13,0
5275803,33,10,single,rented,no,9,13,0
3565306,68,0,single,rented,yes,0,14,0
5844230,44,9,single,rented,no,9,13,0
6126601,58,15,single,rented,no,4,10,0
8446445,36,6,single,rented,no,6,10,0
6634248,34,12,single,rented,no,9,13,0
6296539,30,19,single,owned,no,3,10,0
7313501,77,5,single,rented,no,5,10,0
7648582,34,8,single,rented,no,8,12,0
7767715,59,4,single,rented,no,4,14,0
3045248,50,1,single,rented,yes,1,14,0
9391736,53,3,single,rented,yes,3,10,0
4128579,52,15,married,rented,no,13,13,0
5824731,61,7,single,rented,yes,6,14,0
8801121,26,0,single,rented,yes,0,10,0
9409703,53,16,married,rented,no,14,12,0
3797942,78,10,single,rented,no,7,14,0
4245438,43,9,single,rented,yes,6,11,0
7945384,35,19,single,rented,yes,11,11,0
9951774,40,12,single,rented,no,7,12,0
4341353,78,6,single,norent_noown,yes,6,10,0
7363274,70,9,married,rented,no,5,14,0
5910135,71,2,married,rented,yes,2,11,0
305527,60,14,single,rented,no,14,14,0
1529495,53,6,single,owned,yes,6,14,0
6486411,48,10,single,norent_noown,no,10,11,0
4732134,67,19,married,rented,no,6,11,0
3768361,75,9,single,owned,yes,6,13,0
6083059,54,0,single,rented,no,0,10,0
7667206,74,17,married,rented,no,9,12,0
8845611,37,14,single,rented,no,10,13,0
685679,35,10,single,rented,no,10,11,0
9777389,29,9,single,owned,no,9,14,0
1151777,41,0,single,rented,no,0,10,0
6725891,25,11,single,owned,no,11,14,0
407393,73,16,single,rented,no,10,12,0
6189149,30,0,single,norent_noown,no,0,14,0
536306,79,5,single,rented,no,5,11,0
8259435,64,15,single,rented,no,4,10,0
9728879,30,5,single,rented,yes,5,12,0
3268962,23,18,single,rented,no,11,13,0
4539410,35,5,single,owned,no,5,12,0
9804751,59,3,single,rented,no,3,11,0
1089480,64,18,single,rented,no,3,11,0
7575197,28,12,single,rented,no,12,14,0
4734936,31,1,single,rented,yes,1,10,0
9812254,35,15,single,norent_noown,no,8,11,0
3220675,42,6,single,rented,yes,4,12,0
3693963,41,19,single,rented,yes,3,11,0
5539704,68,16,single,rented,yes,8,12,0
3140751,21,2,single,rented,no,2,10,0
7936020,24,18,single,rented,no,5,12,0
3391057,58,17,single,rented,no,8,10,0
3055894,68,3,single,rented,no,3,12,0
7450646,55,19,single,rented,yes,4,10,0
2431771,24,10,married,rented,no,10,12,0
6196897,25,3,single,rented,no,3,12,0
7499562,32,8,single,rented,no,4,13,0
5840140,55,0,single,rented,no,0,10,0
6580482,48,11,single,rented,no,7,10,0
2509059,43,3,single,rented,yes,3,14,0
132711,75,16,single,norent_noown,no,3,11,0
6296816,37,0,single,rented,no,0,11,0
4392708,28,1,single,rented,yes,1,10,0
5223754,56,3,single,rented,no,3,13,0
1684072,73,5,single,rented,no,5,10,0
4733565,41,19,single,rented,no,8,13,0
7693539,71,6,single,rented,no,5,11,0
3887037,65,11,single,rented,no,6,11,0
358137,21,14,single,rented,no,3,12,0
4865437,47,6,single,rented,yes,4,11,0
44231,54,13,married,rented,no,4,12,0
5927472,54,1,single,rented,no,1,10,0
949253,59,6,married,rented,no,6,10,0
6677142,26,12,single,rented,no,10,11,0
3535310,29,10,single,rented,no,10,14,0
9297026,56,17,married,rented,no,4,12,0
2921933,58,12,single,rented,no,3,14,0
9856572,75,8,single,rented,no,8,12,0
279696,49,17,single,rented,yes,12,13,0
1169819,72,18,single,rented,yes,11,10,0
1534834,24,0,single,rented,yes,0,12,0
3806203,45,10,married,rented,yes,10,13,0
673616,30,20,married,rented,yes,7,10,0
1586203,65,17,single,rented,no,5,10,0
8515666,62,13,married,rented,no,7,11,0
450549,22,3,single,rented,yes,3,13,0
1434051,67,18,single,rented,no,10,13,0
5305500,38,3,single,rented,no,3,11,0
8782393,22,17,single,rented,yes,13,11,0
3061413,75,6,single,rented,yes,6,11,0
7181606,57,6,single,rented,no,6,11,0
2487959,48,20,single,rented,no,5,10,0
9361261,38,6,single,rented,no,6,14,0
630763,36,17,married,rented,no,13,13,0
8196418,61,15,single,owned,yes,5,12,0
2607355,56,7,single,rented,no,7,14,0
8649314,67,9,single,rented,no,9,12,0
733884,57,12,single,rented,no,6,11,0
2744667,27,17,single,rented,no,12,11,0
5616951,54,13,single,rented,yes,12,13,0
3926552,21,4,single,owned,no,4,12,0
1806183,23,3,single,rented,no,3,14,0
9615150,74,1,single,rented,yes,1,13,0
380430,23,1,married,rented,no,1,11,0
2662346,27,17,single,rented,no,8,11,0
881669,57,20,single,rented,no,12,14,0
3304937,63,19,single,rented,yes,14,13,0
7138986,38,17,single,owned,yes,14,13,0
9493039,55,16,single,rented,no,13,11,0
2824175,54,0,single,rented,no,0,10,0
238772,25,16,single,rented,no,14,13,0
9518187,69,9,married,rented,no,3,11,0
6171221,56,18,single,rented,no,9,10,0
2317886,39,15,single,rented,yes,3,13,0
2989320,76,13,single,rented,no,9,14,0
3311941,60,19,single,owned,no,11,14,0
7855403,35,0,single,rented,yes,0,10,0
8886565,68,14,single,rented,no,5,14,0
255794,36,13,single,rented,no,6,11,0
9530702,57,12,single,rented,no,8,11,0
5680109,47,20,single,rented,no,5,14,0
4342058,26,4,single,rented,yes,4,10,0
4400405,73,17,single,rented,yes,8,12,0
5037199,77,14,single,rented,no,7,13,0
5139547,37,8,single,rented,no,3,12,0
2543132,59,8,single,rented,no,8,10,0
3932375,51,19,single,rented,yes,8,12,0
8280263,28,16,single,rented,no,14,11,0
9237595,53,6,single,rented,no,5,11,0
7902199,45,1,single,rented,yes,1,10,0
9089173,63,6,single,rented,yes,6,12,0
1222892,74,7,single,rented,yes,5,12,0
672968,68,18,married,rented,no,5,12,0
1043629,48,2,single,rented,no,2,11,0
4323553,54,13,single,rented,no,3,12,0
6501844,79,14,single,rented,yes,13,14,0
5660425,55,3,single,rented,no,3,13,0
9785950,45,6,single,rented,no,6,12,0
5674867,69,4,single,rented,yes,3,10,0
260970,59,2,single,owned,no,2,13,0
7829891,67,20,single,rented,no,9,11,0
1568292,48,1,single,rented,no,1,14,0
1337006,40,20,married,rented,no,10,10,0
7492021,55,19,single,rented,no,4,13,0
4888756,59,6,single,rented,no,6,14,0
4353927,73,17,married,rented,no,4,12,0
975686,37,12,single,rented,no,12,13,0
7757255,75,0,single,rented,no,0,14,0
603307,46,12,married,rented,yes,12,10,0
4935105,74,17,single,rented,no,5,10,0
3468402,50,10,single,rented,no,7,14,0
6406820,54,5,single,rented,yes,3,14,0
4746091,23,5,single,rented,yes,5,14,0
5046744,63,17,single,rented,no,8,10,0
4957836,78,6,single,rented,no,6,13,0
5830632,35,15,single,rented,no,13,11,0
6212340,56,11,single,rented,no,11,12,0
5778620,70,19,single,rented,yes,13,14,0
6754188,26,2,single,rented,yes,2,14,0
9249971,69,4,single,rented,no,4,14,0
4461241,71,6,married,rented,no,6,14,0
3167295,32,5,single,rented,yes,4,12,0
8508480,46,0,single,rented,no,0,10,0
278747,36,10,single,rented,no,10,10,0
9840980,67,20,married,norent_noown,no,10,11,0
4072488,71,14,single,rented,no,4,10,0
1955543,22,6,married,rented,yes,6,14,0
504009,64,16,single,rented,no,6,11,0
9776434,48,11,single,norent_noown,no,3,13,0
9744011,44,0,single,rented,yes,0,10,0
3534563,38,0,single,rented,no,0,14,0
2375695,31,17,married,rented,yes,10,12,0
5186921,40,4,single,rented,yes,4,10,0
5127014,76,0,married,rented,no,0,13,0
9649857,44,4,single,rented,no,4,13,0
2592581,62,20,single,rented,yes,14,10,0
6488496,46,2,single,rented,no,2,10,0
412310,54,3,married,rented,no,3,12,0
7859790,53,10,single,rented,yes,9,10,0
8901524,72,17,single,rented,no,4,12,0
4774357,48,12,married,rented,no,12,14,0
7532651,49,15,married,rented,no,9,12,0
1545384,35,14,single,rented,no,14,11,0
2152981,77,14,single,rented,yes,11,10,0
2926684,35,1,single,rented,yes,1,11,0
8410806,31,13,single,rented,no,6,11,0
5830250,24,15,single,rented,yes,9,11,0
3956822,65,5,single,rented,yes,3,14,0
1011117,22,11,single,rented,no,8,14,0
5919261,61,18,single,rented,no,6,14,0
7296341,60,13,single,rented,no,4,13,0
6826034,56,14,single,rented,no,5,11,0
5950133,58,7,single,rented,no,7,10,0
8355348,63,9,single,rented,yes,5,14,0
3780730,28,5,single,rented,no,5,14,0
5294937,53,8,married,rented,no,8,12,0
145471,62,9,single,rented,no,9,14,0
371671,34,6,single,rented,no,6,12,0
2598677,41,12,single,rented,no,11,11,0
3915230,40,16,married,rented,yes,11,14,0
9680806,74,2,single,rented,no,2,14,0
3984731,28,1,single,rented,no,1,13,0
5310696,55,9,single,rented,no,4,10,0
2582744,30,10,single,rented,no,10,12,0
8734369,28,10,single,rented,no,6,11,0
4393965,47,5,single,rented,no,5,14,0
1932516,57,15,single,rented,yes,11,10,0
1896404,66,17,married,rented,yes,13,14,0
9031360,74,20,single,rented,yes,10,10,0
706221,44,9,single,rented,no,9,13,0
7157631,30,13,single,owned,yes,10,14,0
2946626,77,17,single,rented,yes,12,14,0
112513,77,2,single,rented,yes,2,10,0
7325901,74,12,single,rented,yes,12,13,0
996748,64,3,single,rented,no,3,13,0
9685181,61,19,single,rented,yes,3,11,0
3790999,76,6,single,rented,no,6,13,0
8939486,35,8,single,rented,yes,8,14,0
1969614,56,14,single,rented,yes,12,14,0
5846474,49,9,married,rented,yes,6,14,0
354766,78,0,single,rented,no,0,10,0
9296631,31,19,single,rented,no,11,12,0
8998661,68,4,single,norent_noown,no,4,12,0
1147932,32,20,single,rented,no,3,14,0
6004435,47,10,single,rented,yes,9,14,0
7471209,49,17,single,rented,no,9,11,0
5004938,64,19,single,rented,no,5,10,0
9934305,31,9,single,rented,no,9,11,0
2377730,64,9,single,rented,no,6,13,0
2776190,64,16,single,rented,yes,4,10,0
4205118,43,12,single,owned,no,4,14,0
7369543,29,9,single,rented,no,9,10,0
2556201,62,14,single,rented,no,11,12,0
9879257,35,8,single,rented,yes,4,10,0
4097238,53,5,single,rented,no,5,14,0
9788211,46,19,single,rented,yes,6,14,0
7247559,59,5,single,rented,no,5,11,0
415771,77,10,single,rented,no,10,12,0
5303030,35,7,single,rented,no,6,13,0
7073640,79,6,single,owned,yes,6,10,0
8618183,74,6,single,rented,no,3,11,0
2017565,62,9,single,rented,no,6,11,0
1698802,71,3,single,rented,yes,3,14,0
9655703,61,6,married,rented,yes,6,11,0
6971490,58,18,single,rented,no,10,13,0
4433480,27,9,single,rented,no,9,12,0
1888040,43,2,married,rented,no,2,13,0
4717022,65,12,single,rented,no,4,12,0
2607103,33,8,single,rented,no,4,13,0
4439374,70,16,single,owned,yes,14,10,0
2805867,36,13,single,rented,no,8,12,0
36391,34,7,single,rented,no,6,12,0
5209218,44,20,single,rented,no,3,14,0
1028915,44,13,single,rented,yes,6,13,0
9337934,67,16,single,norent_noown,no,4,13,0
2967027,54,11,single,rented,no,11,13,0
1255514,25,19,single,rented,yes,12,10,0
8282569,62,9,single,rented,yes,5,12,0
8353567,55,14,single,owned,no,3,12,0
8978055,60,9,single,rented,no,9,14,0
1759952,79,11,single,rented,yes,4,10,0
4545563,69,0,single,rented,yes,0,11,0
3730091,24,17,single,rented,no,4,13,0
61219,24,7,single,rented,no,7,14,0
9723891,31,9,single,rented,yes,9,14,0
191452,53,1,single,owned,yes,1,12,0
3577693,46,4,married,rented,no,4,14,0
1091777,45,19,single,rented,yes,4,14,0
8324652,70,14,single,rented,no,12,11,0
54128,61,13,single,rented,no,3,13,0
5413550,53,18,single,owned,yes,12,12,0
1280695,43,19,single,rented,no,14,12,0
6861266,58,3,single,rented,yes,3,13,0
1576759,76,0,single,rented,yes,0,13,0
3708922,24,13,single,rented,yes,5,12,0
9400073,68,1,married,rented,yes,1,11,0
4621760,35,4,single,rented,no,4,13,0
4387681,49,0,single,rented,no,0,10,0
2587414,59,19,single,rented,no,5,14,0
3248934,40,10,single,rented,no,10,12,0
5734106,22,3,single,rented,no,3,11,0
8800657,52,11,single,rented,no,4,14,0
1011785,65,4,single,rented,no,4,14,0
825461,63,8,single,rented,no,8,12,0
77279,69,17,single,rented,no,10,14,0
1481287,33,19,single,rented,yes,8,11,0
1453440,66,11,single,rented,no,11,14,0
4572556,38,5,single,rented,no,5,12,0
9532596,50,12,single,rented,no,10,10,0
6662756,78,7,single,rented,yes,4,11,0
2241295,53,17,single,rented,no,5,12,0
5776771,54,19,single,rented,no,3,14,0
3417372,35,16,single,rented,no,13,10,0
9910826,79,8,single,rented,no,8,10,0
5943449,49,3,single,rented,no,3,11,0
4872099,36,1,single,rented,yes,1,10,0
7567364,58,15,single,rented,yes,4,11,0
9002497,25,11,single,rented,no,11,12,0
7379284,24,12,single,rented,yes,9,11,0
957493,72,14,single,rented,no,9,14,0
6889369,27,9,single,rented,no,4,12,0
4270219,40,9,single,rented,no,4,11,0
8042270,56,11,single,rented,no,8,13,0
2034897,38,20,single,rented,no,9,12,0
4521844,64,2,single,rented,no,2,12,0
1351218,57,0,single,rented,yes,0,12,0
3168211,44,5,single,rented,no,5,14,0
6142261,44,17,single,rented,yes,5,13,0
3193872,71,10,single,rented,yes,10,10,0
2004249,47,10,single,rented,yes,5,11,0
926016,37,20,single,rented,no,3,14,0
6905894,39,8,single,rented,yes,7,11,0
315735,37,3,single,rented,no,3,10,0
9888590,59,8,single,rented,no,3,12,0
7581703,40,9,married,rented,no,9,13,0
9165973,37,14,single,norent_noown,yes,11,11,0
5524568,44,14,single,rented,no,6,12,0
1996629,58,3,single,rented,no,3,13,0
11430,70,20,single,rented,yes,3,13,0
2584624,31,14,single,rented,no,8,12,0
3492662,66,7,single,rented,yes,7,13,0
3025272,78,6,single,rented,no,6,11,0
671223,74,7,single,rented,no,6,13,0
9253396,58,14,single,rented,no,8,13,0
1337374,52,20,single,rented,yes,9,12,0
9034541,68,4,single,rented,no,4,10,0
5253347,23,5,single,rented,no,5,13,0
6638529,69,1,single,rented,no,1,10,0
9398593,25,6,single,rented,no,6,12,0
1318865,73,5,single,owned,no,5,13,0
1258983,76,12,single,rented,no,4,10,0
8830162,77,18,single,rented,no,14,13,0
9139229,43,9,married,rented,no,9,13,0
331414,32,19,single,rented,no,11,11,0
8366327,56,2,single,rented,yes,2,10,0
2907457,55,18,single,rented,no,10,14,0
5075609,73,9,single,rented,no,4,14,0
7229092,78,9,single,rented,yes,6,11,0
1342169,37,16,single,rented,no,8,12,0
7845861,70,7,single,rented,no,4,10,0
1727277,45,9,single,rented,no,9,14,0
6762902,43,10,single,rented,yes,3,13,0
6196741,70,17,single,rented,no,8,11,0
912537,27,20,single,rented,no,11,11,0
3422262,78,8,single,rented,yes,8,12,0
8929282,36,19,single,rented,no,3,12,0
1877096,74,15,single,rented,no,10,12,0
5375354,38,4,single,rented,no,4,14,0
8654497,79,4,single,rented,no,4,13,0
7853718,24,8,single,rented,no,7,11,0
813741,79,13,married,rented,no,12,12,0
5423896,34,12,single,rented,no,5,12,0
9665324,57,11,single,owned,no,7,14,0
2797000,52,6,single,rented,yes,5,13,0
6568495,31,5,single,rented,no,5,10,0
5798034,28,19,single,norent_noown,no,3,12,0
9574183,39,14,single,rented,yes,8,12,0
3255548,63,14,single,rented,no,14,12,0
7626654,60,12,single,rented,no,12,13,0
6360884,65,8,single,rented,yes,5,11,0
