Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
11292,5897750,76,14,single,rented,no,Chef,Anand,Gujarat,5,11,0
11293,5623318,31,13,single,rented,yes,Fashion_Designer,Thane,Maharashtra,13,11,0
11294,1139981,60,12,single,rented,no,Civil_engineer,Ambattur,Tamil_Nadu,12,12,1
11295,1902583,21,2,single,rented,no,Lawyer,Tiruchirappalli[10],Tamil_Nadu,2,11,0
11296,6814983,51,18,single,rented,no,Software_Developer,Ballia,Uttar_Pradesh,14,11,0
11297,340075,45,0,single,rented,no,Industrial_Engineer,Bulandshahr,Uttar_Pradesh,0,13,1
11298,4796189,51,16,single,rented,no,Fashion_Designer,Saharanpur,Uttar_Pradesh,12,12,0
11299,9148621,43,9,single,rented,no,Police_officer,Bilaspur,Chhattisgarh,3,12,0
11300,5665290,56,4,single,rented,yes,Scientist,Visakhapatnam[4],Andhra_Pradesh,4,13,0
11301,1066119,69,16,single,rented,yes,Technician,Gorakhpur,Uttar_Pradesh,12,11,0
11302,6298839,34,19,married,rented,yes,Petroleum_Engineer,Bidar,Karnataka,5,13,0
11303,6509681,30,10,single,rented,yes,Industrial_Engineer,Nadiad,Gujarat,10,10,0
11304,3859838,62,13,single,rented,yes,Graphic_Designer,Baranagar,West_Bengal,7,13,0
11305,2122622,59,8,single,rented,no,Chemical_engineer,Dhanbad,Jharkhand,8,14,0
11306,6963246,35,16,single,rented,no,Industrial_Engineer,Gurgaon,Haryana,14,12,1
11307,7932482,34,11,single,rented,no,Air_traffic_controller,Thrissur,Kerala,11,14,0
11308,5965932,74,3,single,rented,no,Army_officer,Giridih,Jharkhand,3,13,1
11309,1000979,41,19,single,rented,yes,Physician,Tezpur,Assam,5,13,0
11310,4792641,40,15,single,rented,yes,Software_Developer,Kakinada,Andhra_Pradesh,13,10,0
11311,6128207,43,5,single,owned,no,Statistician,Kishanganj[35],Bihar,5,14,0
11312,6120219,25,8,single,rented,no,Software_Developer,Hajipur[31],Bihar,3,13,1
11313,6800688,78,5,single,rented,no,Graphic_Designer,Mango,Jharkhand,5,14,1
11314,1551179,24,19,single,rented,no,Drafter,Allahabad,Uttar_Pradesh[5],9,14,0
11315,9976498,69,12,single,rented,no,Drafter,Guna,Madhya_Pradesh,12,10,0
11316,9407809,66,3,single,rented,no,Army_officer,Ongole,Andhra_Pradesh,3,13,1
11317,6002096,32,14,single,rented,no,Secretary,Ramagundam[27],Telangana,3,13,1
11318,9272937,75,18,single,rented,yes,Technology_specialist,Jehanabad[38],Bihar,7,13,0
11319,4145727,27,11,single,rented,no,Fashion_Designer,Panvel,Maharashtra,6,12,1
11320,7993188,66,6,single,norent_noown,no,Civil_servant,Raipur,Chhattisgarh,6,10,0
11321,294610,49,16,single,rented,no,Computer_hardware_engineer,Yamunanagar,Haryana,6,13,0
11322,6201762,46,1,single,rented,no,Lawyer,Kochi,Kerala,1,10,1
11323,6602095,62,15,single,rented,no,Surveyor,Sri_Ganganagar,Rajasthan,8,14,0
11324,9222108,78,9,single,rented,no,Biomedical_Engineer,Singrauli,Madhya_Pradesh,9,12,0
11325,4510519,73,3,single,owned,yes,Magistrate,Madurai,Tamil_Nadu,3,10,0
11326,2608473,77,20,single,rented,no,Dentist,Muzaffarnagar,Uttar_Pradesh,6,13,0
11327,5321383,40,2,single,rented,no,Aviator,Nagpur,Maharashtra,2,13,0
11328,1810800,68,1,single,rented,no,Chartered_Accountant,Jaunpur,Uttar_Pradesh,1,14,0
11329,6284818,68,11,married,rented,no,Technician,Sikar,Rajasthan,8,11,0
11330,2318528,33,8,single,rented,no,Software_Developer,Gaya,Bihar,8,11,0
11331,3372296,26,10,married,rented,no,Magistrate,Indore,Madhya_Pradesh,10,12,0
11332,5663627,29,0,married,rented,yes,Chef,Guna,Madhya_Pradesh,0,14,0
11333,5707558,57,9,single,rented,no,Economist,Jaipur,Rajasthan,9,10,0
11334,3310900,62,3,single,rented,yes,Dentist,Jaipur,Rajasthan,3,11,0
11335,5335142,79,4,single,rented,yes,Consultant,Malegaon,Maharashtra,4,13,0
11336,6104309,30,3,single,rented,no,Librarian,Morbi,Gujarat,3,12,0
11337,2265601,72,16,single,rented,no,Comedian,Buxar[37],Bihar,5,12,0
11338,5885687,39,20,single,rented,no,Computer_hardware_engineer,Silchar,Assam,3,13,0
11339,8056757,42,18,single,rented,no,Official,Unnao,Uttar_Pradesh,3,13,0
11340,1306929,66,14,single,rented,no,Engineer,Raichur,Karnataka,11,10,0
11341,7184863,49,19,single,rented,no,Flight_attendant,Cuttack,Odisha,7,13,0
11342,4449069,36,17,single,owned,yes,Magistrate,Sasaram[30],Bihar,7,11,0
11343,8692016,22,10,single,rented,yes,Graphic_Designer,Hazaribagh,Jharkhand,8,13,0
11344,4143099,21,3,single,rented,no,Technology_specialist,Visakhapatnam[4],Andhra_Pradesh,3,11,0
11345,358155,26,3,single,rented,no,Chef,Bally,West_Bengal,3,14,0
11346,1097615,59,15,married,rented,no,Technician,Yamunanagar,Haryana,5,14,0
11347,7098940,60,5,single,rented,yes,Librarian,Aligarh,Uttar_Pradesh,5,11,0
11348,346205,68,14,single,rented,no,Police_officer,Bhiwani,Haryana,6,13,0
11349,1040029,46,5,single,rented,yes,Software_Developer,Aizawl,Mizoram,5,10,0
11350,150879,77,0,single,norent_noown,yes,Lawyer,Rampur,Uttar_Pradesh,0,12,0
11351,9658695,74,19,single,rented,no,Fashion_Designer,Panihati,West_Bengal,8,11,0
11352,7511735,59,1,married,rented,no,Librarian,Ghaziabad,Uttar_Pradesh,1,10,0
11353,893955,28,8,married,rented,no,Geologist,Bally,West_Bengal,3,14,0
11354,6149774,54,15,single,rented,yes,Comedian,Raichur,Karnataka,8,11,0
11355,8755938,42,20,single,rented,yes,Biomedical_Engineer,Delhi_city,Delhi,14,13,0
11356,3251968,76,17,single,rented,no,Geologist,Malda,West_Bengal,9,11,0
11357,4683990,33,9,single,rented,yes,Physician,Panihati,West_Bengal,9,11,0
11358,8356848,54,2,single,rented,no,Dentist,Nangloi_Jat,Delhi,2,12,1
11359,1477651,50,15,single,rented,no,Surveyor,Dewas,Madhya_Pradesh,8,13,0
11360,6106749,43,9,single,rented,no,Physician,Pallavaram,Tamil_Nadu,9,13,0
11361,333430,34,6,single,rented,yes,Army_officer,Kalyan-Dombivli,Maharashtra,6,11,0
11362,3729339,73,3,single,rented,no,Biomedical_Engineer,Bidhannagar,West_Bengal,3,14,0
11363,6549582,31,7,single,rented,yes,Architect,Guntakal,Andhra_Pradesh,7,11,0
11364,744467,76,11,single,rented,no,Army_officer,Tirunelveli,Tamil_Nadu,10,11,0
11365,8097242,43,1,single,owned,yes,Fashion_Designer,Asansol,West_Bengal,1,10,0
11366,2359192,57,1,single,rented,no,Chartered_Accountant,Lucknow,Uttar_Pradesh,1,14,0
11367,7462582,72,12,single,rented,no,Chemical_engineer,Belgaum,Karnataka,12,10,0
11368,117262,65,15,single,rented,no,Biomedical_Engineer,Uluberia,West_Bengal,12,12,0
11369,2582515,27,14,single,rented,yes,Design_Engineer,Anantapuram[24],Andhra_Pradesh,14,13,0
11370,6129612,42,13,single,owned,no,Microbiologist,Amaravati,Andhra_Pradesh,6,12,0
11371,3662229,39,0,single,rented,no,Civil_engineer,Buxar[37],Bihar,0,14,0
11372,4140213,45,6,single,rented,no,Flight_attendant,Parbhani,Maharashtra,6,14,0
11373,8669868,63,10,single,rented,no,Surgeon,Kozhikode,Kerala,6,11,0
11374,222070,21,19,single,rented,no,Biomedical_Engineer,Munger,Bihar,14,13,0
11375,9768431,72,4,single,owned,yes,Engineer,Hapur,Uttar_Pradesh,4,14,0
11376,6251533,50,16,single,rented,yes,Design_Engineer,Adoni,Andhra_Pradesh,4,11,0
11377,1016509,42,12,single,rented,no,Politician,Alappuzha,Kerala,10,13,0
11378,4954873,46,19,single,rented,no,Flight_attendant,Mau,Uttar_Pradesh,5,13,0
11379,2267190,52,15,single,rented,no,Computer_operator,Hapur,Uttar_Pradesh,9,11,0
11380,5082664,41,12,single,rented,yes,Police_officer,Barasat,West_Bengal,5,12,0
11381,9241745,23,10,single,rented,no,Web_designer,Madhyamgram,West_Bengal,10,11,0
11382,2822951,45,8,single,rented,yes,Fashion_Designer,Vijayanagaram,Andhra_Pradesh,8,14,0
11383,853211,40,5,single,rented,no,Civil_servant,Tirunelveli,Tamil_Nadu,5,10,0
11384,9559493,77,3,single,rented,no,Army_officer,Sirsa,Haryana,3,13,0
11385,3711307,22,20,single,rented,yes,Economist,Ozhukarai,Puducherry,10,12,0
11386,1215004,25,5,single,rented,no,Firefighter,Jalna,Maharashtra,5,10,0
11387,1975710,42,3,single,rented,yes,Politician,Singrauli,Madhya_Pradesh,3,11,0
11388,5203541,30,17,single,rented,no,Physician,Sangli-Miraj_&_Kupwad,Maharashtra,8,13,0
11389,9605668,25,17,single,rented,yes,Dentist,Bardhaman,West_Bengal,8,14,0
11390,4886627,30,0,single,owned,yes,Chartered_Accountant,Jodhpur,Rajasthan,0,11,0
11391,8823581,27,15,single,rented,no,Police_officer,Satna,Madhya_Pradesh,10,12,0
11392,7145203,44,6,single,owned,yes,Industrial_Engineer,Kamarhati,West_Bengal,3,14,0
11393,1202104,69,4,single,rented,yes,Engineer,Malda,West_Bengal,4,12,0
11394,6019535,75,9,single,rented,yes,Surveyor,Nadiad,Gujarat,3,13,0
11395,7172998,36,16,single,rented,no,Dentist,Kurnool[18],Andhra_Pradesh,9,13,0
11396,6175598,49,18,single,rented,yes,Geologist,Ahmedabad,Gujarat,6,13,0
11397,3623971,21,7,single,rented,no,Magistrate,Bellary,Karnataka,7,13,0
11398,2024213,38,19,single,rented,no,Comedian,Durg,Chhattisgarh,8,14,1
11399,1413733,25,2,single,rented,yes,Architect,Sri_Ganganagar,Rajasthan,2,14,0
11400,7564205,36,10,single,rented,no,Consultant,Nadiad,Gujarat,10,13,0
11401,9500602,70,16,single,rented,no,Firefighter,Rampur,Uttar_Pradesh,14,13,0
11402,4360408,47,19,single,rented,no,Industrial_Engineer,Ratlam,Madhya_Pradesh,6,13,0
11403,1108189,41,6,single,rented,no,Artist,Kulti,West_Bengal,6,10,0
11404,9533689,61,6,married,rented,no,Fashion_Designer,Panihati,West_Bengal,4,13,0
11405,2721517,62,6,single,rented,no,Statistician,Thanjavur,Tamil_Nadu,6,10,0
11406,4702825,59,8,single,rented,no,Dentist,Indore,Madhya_Pradesh,5,13,0
11407,1112644,23,16,single,rented,yes,Official,Navi_Mumbai,Maharashtra,6,10,0
11408,9071050,30,8,single,rented,no,Magistrate,Patiala,Punjab,3,12,0
11409,7648698,68,16,single,rented,yes,Psychologist,Jhansi,Uttar_Pradesh,13,10,0
11410,9099029,64,9,married,rented,yes,Chartered_Accountant,Bulandshahr,Uttar_Pradesh,7,10,0
11411,7341279,50,0,single,rented,no,Industrial_Engineer,Rajpur_Sonarpur,West_Bengal,0,11,0
11412,1169151,61,17,single,rented,no,Drafter,Hajipur[31],Bihar,7,13,0
11413,6389669,33,13,married,rented,no,Chartered_Accountant,Bareilly,Uttar_Pradesh,11,11,0
11414,8141031,23,17,single,rented,no,Secretary,Vijayanagaram,Andhra_Pradesh,3,11,0
11415,7302729,70,14,single,rented,no,Aviator,Bongaigaon,Assam,11,11,0
11416,9104150,70,14,single,rented,no,Technology_specialist,Hajipur[31],Bihar,11,10,0
11417,1303925,57,11,single,rented,no,Secretary,Katihar,Bihar,11,14,0
11418,4588175,49,20,single,rented,no,Secretary,Bilaspur,Chhattisgarh,6,11,0
11419,1099947,48,0,single,rented,no,Librarian,Surat,Gujarat,0,10,0
11420,1990293,54,15,single,rented,no,Web_designer,Nagpur,Maharashtra,4,10,0
11421,3306281,33,16,single,rented,no,Engineer,Machilipatnam,Andhra_Pradesh,8,12,1
11422,8744579,34,3,married,rented,yes,Web_designer,Bikaner,Rajasthan,3,12,0
11423,9121364,70,18,single,rented,no,Artist,Sikar,Rajasthan,3,11,0
11424,1585215,64,9,single,rented,no,Politician,Karnal,Haryana,9,10,0
11425,1512050,70,7,single,rented,no,Librarian,Sasaram[30],Bihar,7,14,0
11426,2707807,35,12,single,rented,no,Civil_engineer,Ambarnath,Maharashtra,4,13,0
11427,4279587,56,11,single,rented,yes,Chemical_engineer,Siliguri,West_Bengal,11,10,0
11428,445268,57,17,single,rented,no,Technician,Vellore,Tamil_Nadu,9,13,0
11429,7767858,29,0,married,rented,no,Physician,Yamunanagar,Haryana,0,10,0
11430,3548901,67,11,single,rented,yes,Web_designer,Pallavaram,Tamil_Nadu,9,11,0
11431,165198,77,8,single,rented,yes,Technical_writer,Nagaon,Assam,6,11,0
11432,6029688,76,16,single,owned,yes,Computer_operator,Indore,Madhya_Pradesh,14,13,0
11433,2598882,23,0,single,rented,no,Scientist,Imphal,Manipur,0,14,0
11434,4477660,30,0,married,rented,yes,Lawyer,Saharanpur,Uttar_Pradesh,0,14,0
11435,5101498,55,0,married,rented,no,Artist,Pallavaram,Tamil_Nadu,0,14,0
11436,3423478,76,9,single,rented,no,Computer_hardware_engineer,Suryapet,Telangana,4,10,1
11437,7536082,29,1,single,rented,yes,Fashion_Designer,Bhiwandi,Maharashtra,1,11,0
11438,166480,36,8,single,rented,yes,Police_officer,Visakhapatnam[4],Andhra_Pradesh,8,11,0
11439,4758365,66,8,married,rented,no,Software_Developer,Bikaner,Rajasthan,8,11,0
11440,3608658,70,18,single,rented,no,Computer_operator,Burhanpur,Madhya_Pradesh,4,11,0
11441,4112102,46,15,single,rented,no,Chef,Mangalore,Karnataka,5,13,1
11442,5831264,32,1,single,rented,no,Consultant,Tenali,Andhra_Pradesh,1,11,0
11443,488193,71,18,single,rented,no,Economist,Guna,Madhya_Pradesh,8,10,0
11444,7338543,34,9,single,rented,no,Microbiologist,Bilaspur,Chhattisgarh,3,12,0
11445,2888327,52,19,single,rented,yes,Drafter,Hajipur[31],Bihar,8,12,0
11446,5386630,75,12,single,rented,no,Microbiologist,Muzaffarpur,Bihar,10,11,0
11447,3753805,68,0,single,rented,no,Physician,Srinagar,Jammu_and_Kashmir,0,13,0
11448,5812529,46,2,single,rented,yes,Software_Developer,Tiruchirappalli[10],Tamil_Nadu,2,11,0
11449,8487221,26,2,married,rented,no,Statistician,Cuttack,Odisha,2,12,0
11450,7673823,63,15,married,rented,no,Army_officer,Jaipur,Rajasthan,11,14,1
11451,1832053,63,14,married,rented,yes,Secretary,Nashik,Maharashtra,7,14,0
11452,6239581,38,8,single,rented,yes,Air_traffic_controller,Thane,Maharashtra,8,13,0
11453,9855166,72,5,married,rented,yes,Drafter,Bidar,Karnataka,5,13,0
11454,9044259,30,16,single,rented,no,Flight_attendant,Jabalpur,Madhya_Pradesh,3,11,1
11455,9241049,41,8,single,rented,yes,Economist,Nanded,Maharashtra,6,13,0
11456,9506949,49,14,single,rented,yes,Civil_servant,Bellary,Karnataka,13,11,0
11457,4593497,33,15,married,rented,no,Biomedical_Engineer,Begusarai,Bihar,8,14,1
11458,3741722,38,19,single,rented,no,Computer_hardware_engineer,Salem,Tamil_Nadu,10,13,0
11459,5186187,76,2,single,rented,no,Dentist,Shahjahanpur,Uttar_Pradesh,2,12,1
11460,3069692,47,19,single,norent_noown,no,Software_Developer,Sultan_Pur_Majra,Delhi,5,11,0
11461,1405890,34,2,single,owned,no,Graphic_Designer,"Khora,_Ghaziabad",Uttar_Pradesh,2,12,0
11462,2774757,36,11,single,rented,no,Civil_servant,New_Delhi,Delhi,10,11,0
11463,3470076,44,15,single,rented,no,Magistrate,Gaya,Bihar,11,12,1
11464,52469,60,10,single,rented,no,Statistician,Durgapur,West_Bengal,5,10,0
11465,9450206,53,1,single,rented,no,Consultant,Haldia,West_Bengal,1,11,0
11466,5604044,44,0,single,rented,no,Psychologist,Surat,Gujarat,0,13,0
11467,96503,40,13,single,rented,no,Flight_attendant,Shimla,Himachal_Pradesh,3,14,1
11468,3019204,29,14,single,rented,no,Surgeon,Arrah,Bihar,4,10,0
11469,9043837,22,6,single,rented,yes,Technology_specialist,Haldia,West_Bengal,6,12,0
11470,5270510,50,17,single,rented,no,Software_Developer,Karawal_Nagar,Delhi,4,11,0
11471,7529689,76,9,single,rented,no,Army_officer,Rajahmundry[19][20],Andhra_Pradesh,4,10,1
11472,9420845,27,3,married,rented,no,Chef,Raichur,Karnataka,3,13,0
11473,5152202,78,10,single,rented,no,Design_Engineer,Jamnagar,Gujarat,10,12,0
11474,229554,74,15,single,rented,no,Web_designer,Ramgarh,Jharkhand,14,11,0
11475,191830,45,9,single,rented,no,Economist,Bally,West_Bengal,9,12,0
11476,7303811,47,2,single,rented,yes,Geologist,Warangal[11][12],Telangana,2,11,0
11477,7002478,38,20,married,rented,no,Secretary,Sambalpur,Odisha,5,13,0
11478,7910818,25,14,single,owned,no,Graphic_Designer,Medininagar,Jharkhand,10,10,0
11479,8973665,74,19,single,rented,no,Psychologist,Yamunanagar,Haryana,13,10,0
11480,2968373,29,20,single,rented,no,Chartered_Accountant,Purnia[26],Bihar,11,12,0
11481,931078,57,19,single,rented,no,Chartered_Accountant,Bangalore,Karnataka,13,14,0
11482,7310808,41,15,married,rented,no,Firefighter,Nangloi_Jat,Delhi,3,14,0
11483,1442794,35,20,married,rented,no,Microbiologist,Haldia,West_Bengal,10,10,1
11484,3528671,72,2,single,rented,no,Politician,Bhavnagar,Gujarat,2,10,0
11485,6875625,77,7,married,rented,no,Surveyor,Parbhani,Maharashtra,7,11,1
11486,5965136,36,15,single,rented,no,Software_Developer,Jamshedpur,Jharkhand,10,12,1
11487,6410485,75,7,single,rented,yes,Artist,Tadepalligudem,Andhra_Pradesh,7,10,0
11488,479199,57,18,single,rented,no,Drafter,Jamalpur[36],Bihar,13,13,0
11489,5557295,29,2,single,rented,no,Politician,Varanasi,Uttar_Pradesh,2,13,0
11490,5623739,75,19,single,rented,no,Computer_operator,Pallavaram,Tamil_Nadu,9,12,0
11491,7109627,74,20,single,norent_noown,yes,Politician,Muzaffarnagar,Uttar_Pradesh,14,14,0
11492,409142,63,4,single,rented,yes,Civil_servant,Jamalpur[36],Bihar,4,12,0
11493,275750,22,9,single,rented,no,Army_officer,Tinsukia,Assam,9,11,0
11494,6338889,35,6,single,rented,no,Librarian,Danapur,Bihar,6,14,0
11495,7556569,72,6,single,rented,no,Artist,Purnia[26],Bihar,6,11,0
11496,2797997,30,10,single,rented,no,Mechanical_engineer,Muzaffarpur,Bihar,8,13,0
11497,3086136,60,9,single,rented,no,Dentist,Chandigarh_city,Chandigarh,6,13,0
11498,6550926,35,1,single,rented,no,Physician,Salem,Tamil_Nadu,1,11,1
11499,5354560,58,13,single,rented,yes,Hotel_Manager,Anand,Gujarat,5,13,0
11500,6590010,41,13,single,rented,no,Analyst,Anantapur,Andhra_Pradesh,6,13,0
11501,5643939,76,11,single,rented,yes,Secretary,Nellore[14][15],Andhra_Pradesh,3,11,0
11502,2979441,44,7,married,rented,yes,Aviator,Mathura,Uttar_Pradesh,7,12,0
11503,3890846,58,16,married,rented,yes,Police_officer,Guntur[13],Andhra_Pradesh,4,11,0
11504,7677453,49,12,single,rented,yes,Financial_Analyst,Firozabad,Uttar_Pradesh,3,11,0
11505,5608121,52,7,single,rented,no,Physician,Jabalpur,Madhya_Pradesh,7,14,1
11506,7087601,68,4,single,rented,no,Flight_attendant,Farrukhabad,Uttar_Pradesh,4,12,0
11507,6894156,53,4,single,rented,no,Web_designer,Hubliâ€“Dharwad,Karnataka,4,10,0
11508,9558695,35,11,single,rented,no,Air_traffic_controller,Uluberia,West_Bengal,6,12,0
11509,1630476,65,3,single,rented,no,Chef,Guwahati,Assam,3,10,0
11510,1246172,63,9,single,rented,yes,Designer,Tiruppur,Tamil_Nadu,5,13,0
11511,8030487,62,3,single,rented,no,Computer_operator,Junagadh,Gujarat,3,13,0
11512,9493120,63,19,single,rented,no,Hotel_Manager,Nagercoil,Tamil_Nadu,12,11,0
11513,9443163,45,20,single,rented,no,Comedian,Chittoor[28],Andhra_Pradesh,5,12,0
11514,4642438,55,13,single,rented,no,Drafter,Kanpur,Uttar_Pradesh,13,14,1
11515,7359458,29,3,single,rented,no,Consultant,Kirari_Suleman_Nagar,Delhi,3,14,0
11516,8136993,21,16,single,owned,no,Artist,Ramgarh,Jharkhand,3,11,0
11517,3487781,65,7,single,rented,no,Politician,Alappuzha,Kerala,7,10,0
11518,6851175,23,14,single,rented,yes,Firefighter,Satara,Maharashtra,8,14,0
11519,2087528,66,2,single,rented,no,Surgeon,Ulhasnagar,Maharashtra,2,12,0
11520,7394642,53,11,single,rented,yes,Police_officer,Bathinda,Punjab,11,14,0
11521,1896591,25,19,single,rented,no,Firefighter,Salem,Tamil_Nadu,5,13,0
11522,8419826,31,0,single,rented,no,Geologist,Raiganj,West_Bengal,0,14,1
11523,1368608,65,13,single,rented,no,Civil_servant,Tiruvottiyur,Tamil_Nadu,5,14,0
11524,3734522,47,1,single,rented,no,Surveyor,Jamalpur[36],Bihar,1,10,1
11525,7235849,46,4,married,rented,no,Lawyer,Khammam,Telangana,4,11,0
11526,6747015,59,20,single,rented,no,Air_traffic_controller,Tirunelveli,Tamil_Nadu,7,14,0
11527,1209322,41,10,single,rented,yes,Politician,Bidhannagar,West_Bengal,10,13,0
11528,2018913,68,7,single,rented,yes,Web_designer,Dewas,Madhya_Pradesh,7,13,0
11529,8976828,58,10,single,rented,yes,Hotel_Manager,Nagercoil,Tamil_Nadu,10,14,0
11530,214045,54,14,single,rented,no,Air_traffic_controller,Mathura,Uttar_Pradesh,3,10,0
11531,2716709,36,9,single,rented,no,Aviator,Vadodara,Gujarat,9,14,0
11532,2873313,29,17,single,norent_noown,no,Chemical_engineer,Ludhiana,Punjab,7,13,0
11533,5994422,62,17,single,rented,no,Architect,Jabalpur,Madhya_Pradesh,6,13,0
11534,3437621,78,14,single,rented,no,Economist,Ramgarh,Jharkhand,3,10,0
11535,8793461,53,18,single,rented,no,Politician,Gulbarga,Karnataka,8,10,0
11536,4248621,77,1,married,rented,yes,Computer_operator,Davanagere,Karnataka,1,14,0
11537,6951975,54,3,single,rented,yes,Analyst,Hubliâ€“Dharwad,Karnataka,3,11,0
11538,3829485,32,2,single,rented,no,Civil_engineer,Ozhukarai,Puducherry,2,12,0
11539,5415637,47,12,single,rented,no,Chemical_engineer,Ratlam,Madhya_Pradesh,12,14,0
11540,5098928,71,17,single,rented,no,Lawyer,Darbhanga,Bihar,4,11,0
11541,8030284,65,6,single,rented,no,Civil_engineer,Ghaziabad,Uttar_Pradesh,6,12,1
11542,1755216,38,15,single,rented,no,Hotel_Manager,Haridwar,Uttarakhand,11,13,0
11543,2010564,71,16,single,rented,yes,Microbiologist,Malegaon,Maharashtra,3,12,0
11544,931235,71,0,single,rented,no,Flight_attendant,Giridih,Jharkhand,0,13,0
11545,221597,30,12,single,rented,no,Librarian,Gandhinagar,Gujarat,12,10,0
11546,3469231,42,12,single,rented,no,Surgeon,Rohtak,Haryana,12,14,0
11547,989292,45,4,single,rented,no,Design_Engineer,Surat,Gujarat,4,10,0
11548,7532243,47,2,single,rented,yes,Chef,Mahbubnagar,Telangana,2,12,0
11549,9809512,61,5,single,owned,yes,Industrial_Engineer,Ahmednagar,Maharashtra,5,11,0
11550,5002101,37,6,single,rented,yes,Biomedical_Engineer,Shivpuri,Madhya_Pradesh,6,14,0
11551,3239090,68,17,single,owned,no,Comedian,Amravati,Maharashtra,13,11,0
11552,1014244,36,9,single,rented,no,Designer,Ludhiana,Punjab,9,10,0
11553,9412724,57,0,single,rented,no,Consultant,Fatehpur,Uttar_Pradesh,0,14,0
11554,8304718,78,0,single,rented,no,Civil_servant,Bally,West_Bengal,0,13,0
11555,5238806,65,3,single,rented,no,Police_officer,Ramagundam[27],Telangana,3,12,1
11556,6440066,74,15,single,rented,no,Technician,Bhilai,Chhattisgarh,8,11,0
11557,224204,51,9,single,norent_noown,no,Computer_hardware_engineer,Mathura,Uttar_Pradesh,8,10,0
11558,7074289,37,1,married,rented,no,Geologist,Anantapuram[24],Andhra_Pradesh,1,12,0
11559,143036,29,4,single,rented,no,Secretary,Lucknow,Uttar_Pradesh,4,14,0
11560,8631895,27,12,married,rented,no,Secretary,Giridih,Jharkhand,7,14,0
11561,5272729,28,17,single,rented,no,Computer_operator,Guwahati,Assam,12,10,0
11562,1288371,51,2,single,rented,no,Air_traffic_controller,Guwahati,Assam,2,10,0
11563,2329433,42,1,single,rented,no,Surveyor,Bhilwara,Rajasthan,1,11,0
11564,8796074,21,0,single,rented,no,Hotel_Manager,Begusarai,Bihar,0,14,0
11565,6550448,77,7,single,rented,yes,Fashion_Designer,Delhi_city,Delhi,7,13,0
11566,1411158,42,11,single,owned,yes,Civil_engineer,Hospet,Karnataka,6,13,0
11567,971966,79,10,single,rented,yes,Industrial_Engineer,Mehsana,Gujarat,5,12,0
11568,6794531,68,20,single,rented,no,Hotel_Manager,Vadodara,Gujarat,14,10,1
11569,2174359,60,18,single,owned,yes,Financial_Analyst,Raipur,Chhattisgarh,11,10,0
11570,9266153,67,14,single,rented,no,Computer_hardware_engineer,Dhule,Maharashtra,9,11,0
11571,7505343,58,15,single,rented,no,Chemical_engineer,Giridih,Jharkhand,4,14,0
11572,476900,33,20,single,rented,yes,Firefighter,Saharsa[29],Bihar,7,10,0
11573,6648862,65,17,single,rented,no,Petroleum_Engineer,Gandhinagar,Gujarat,11,13,0
11574,6991135,31,16,single,norent_noown,yes,Fashion_Designer,Mehsana,Gujarat,11,11,0
11575,6174825,47,19,single,rented,no,Engineer,Rampur,Uttar_Pradesh,6,14,0
11576,7429005,69,2,married,rented,no,Computer_hardware_engineer,Gandhidham,Gujarat,2,13,1
11577,1746647,69,2,single,rented,yes,Secretary,Jabalpur,Madhya_Pradesh,2,13,0
11578,40007,39,19,single,rented,no,Chef,Hazaribagh,Jharkhand,12,13,0
11579,8025541,53,9,married,rented,no,Chemical_engineer,Ghaziabad,Uttar_Pradesh,7,14,0
11580,215207,32,7,married,rented,no,Lawyer,Singrauli,Madhya_Pradesh,7,13,1
11581,2636544,39,0,single,rented,no,Computer_hardware_engineer,Vellore,Tamil_Nadu,0,11,0
11582,4505937,52,6,single,rented,no,Petroleum_Engineer,Mangalore,Karnataka,6,14,0
11583,1865410,50,3,single,rented,yes,Technology_specialist,Ghaziabad,Uttar_Pradesh,3,10,0
11584,2513457,32,18,single,rented,yes,Petroleum_Engineer,Dibrugarh,Assam,9,10,0
11585,1207390,43,4,single,rented,no,Computer_operator,Coimbatore,Tamil_Nadu,3,14,0
11586,2037154,41,9,single,rented,yes,Aviator,Madanapalle,Andhra_Pradesh,6,14,0
11587,1728444,66,10,single,rented,yes,Magistrate,Jhansi,Uttar_Pradesh,10,13,0
11588,267623,32,16,single,rented,no,Lawyer,Tirunelveli,Tamil_Nadu,5,13,0
11589,3026261,49,7,single,rented,no,Technology_specialist,Phusro,Jharkhand,7,14,0
11590,9082033,57,9,single,rented,no,Secretary,Kharagpur,West_Bengal,5,14,0
11591,6911597,48,12,single,rented,no,Microbiologist,Unnao,Uttar_Pradesh,4,13,0
11592,2341718,49,20,single,rented,no,Lawyer,Eluru[25],Andhra_Pradesh,11,10,0
11593,4306831,49,17,single,rented,no,Biomedical_Engineer,Katihar,Bihar,6,12,0
11594,7625659,51,6,single,rented,no,Dentist,Jorhat,Assam,6,12,0
11595,9211842,61,16,single,rented,no,Computer_hardware_engineer,Bettiah[33],Bihar,11,11,1
11596,6268431,43,6,single,owned,yes,Technician,Jabalpur,Madhya_Pradesh,3,10,0
11597,6165156,28,7,married,owned,no,Chef,Farrukhabad,Uttar_Pradesh,7,13,0
